0.250000	0.479789	0.507502	0.012709	
0.500000	0.460384	0.515116	0.024500	
0.750000	0.442612	0.521930	0.035458	
1.000000	0.426346	0.528006	0.045648	
1.250000	0.411471	0.533399	0.055131	
1.500000	0.397851	0.538179	0.063970	
1.750000	0.385393	0.542395	0.072212	
2.000000	0.373987	0.546100	0.079913	
2.250000	0.363546	0.549334	0.087119	
2.500000	0.353993	0.552144	0.093862	
2.750000	0.345256	0.554562	0.100182	
3.000000	0.337257	0.556627	0.106116	
3.250000	0.329941	0.558370	0.111690	
3.500000	0.323245	0.559822	0.116934	
3.750000	0.317122	0.561007	0.121871	
4.000000	0.311509	0.561957	0.126534	
4.250000	0.306375	0.562687	0.130938	
4.500000	0.301688	0.563213	0.135099	
4.750000	0.297395	0.563566	0.139039	
5.000000	0.293462	0.563763	0.142776	
5.250000	0.289874	0.563810	0.146316	
5.500000	0.286585	0.563731	0.149684	
5.750000	0.283579	0.563535	0.152887	
6.000000	0.280823	0.563237	0.155940	
6.250000	0.278303	0.562844	0.158853	
6.500000	0.275995	0.562373	0.161632	
6.750000	0.273892	0.561824	0.164285	
7.000000	0.271968	0.561211	0.166820	
7.250000	0.270202	0.560544	0.169254	
7.500000	0.268585	0.559830	0.171585	
7.750000	0.267101	0.559076	0.173823	
8.000000	0.265759	0.558275	0.175966	
8.250000	0.264519	0.557451	0.178030	
8.500000	0.263380	0.556603	0.180016	
8.750000	0.262352	0.555724	0.181924	
9.000000	0.261410	0.554829	0.183761	
9.250000	0.260539	0.553926	0.185535	
9.500000	0.259746	0.553008	0.187246	
9.750000	0.259008	0.552090	0.188902	
10.000000	0.258333	0.551163	0.190504	
10.250000	0.257721	0.550229	0.192050	
10.500000	0.257163	0.549295	0.193542	
10.750000	0.256653	0.548361	0.194986	
11.000000	0.256190	0.547427	0.196383	
11.250000	0.255758	0.546500	0.197742	
11.500000	0.255358	0.545582	0.199060	
11.750000	0.254989	0.544671	0.200340	
12.000000	0.254651	0.543769	0.201580	
12.250000	0.254345	0.542874	0.202781	
12.500000	0.254063	0.541987	0.203951	
12.750000	0.253811	0.541107	0.205081	
13.000000	0.253576	0.540244	0.206180	
13.250000	0.253364	0.539388	0.207248	
13.500000	0.253160	0.538548	0.208292	
13.750000	0.252971	0.537724	0.209305	
14.000000	0.252807	0.536908	0.210286	
14.250000	0.252650	0.536107	0.211244	
14.500000	0.252500	0.535322	0.212178	
14.750000	0.252375	0.534545	0.213080	
15.000000	0.252265	0.533776	0.213960	
15.250000	0.252147	0.533030	0.214823	
15.500000	0.252037	0.532300	0.215663	
15.750000	0.251943	0.531578	0.216479	
16.000000	0.251857	0.530871	0.217272	
16.250000	0.251770	0.530180	0.218049	
16.500000	0.251700	0.529497	0.218803	
16.750000	0.251629	0.528830	0.219541	
17.000000	0.251574	0.528171	0.220255	
17.250000	0.251519	0.527527	0.220954	
17.500000	0.251464	0.526899	0.221637	
17.750000	0.251409	0.526287	0.222304	
18.000000	0.251354	0.525690	0.222956	
18.250000	0.251315	0.525101	0.223584	
18.500000	0.251268	0.524528	0.224204	
18.750000	0.251229	0.523963	0.224808	
19.000000	0.251189	0.523414	0.225397	
19.250000	0.251158	0.522872	0.225970	
19.500000	0.251127	0.522346	0.226527	
19.750000	0.251103	0.521828	0.227069	
20.000000	0.251072	0.521325	0.227603	
