1.000000	0.084827	0.466997	0.448176	
2.000000	0.140879	0.447271	0.411849	
3.000000	0.177894	0.436894	0.385213	
4.000000	0.202320	0.432551	0.365129	
5.000000	0.218431	0.432027	0.349542	
6.000000	0.229063	0.433839	0.337098	
7.000000	0.236078	0.437016	0.326906	
8.000000	0.240712	0.440919	0.318368	
9.000000	0.243783	0.445136	0.311080	
10.000000	0.245824	0.449410	0.304766	
11.000000	0.247187	0.453583	0.299230	
12.000000	0.248104	0.457561	0.294335	
13.000000	0.248719	0.461301	0.289980	
14.000000	0.249143	0.464774	0.286083	
15.000000	0.249438	0.467977	0.282585	
16.000000	0.249649	0.470916	0.279435	
17.000000	0.249800	0.473603	0.276597	
18.000000	0.249916	0.476053	0.274032	
19.000000	0.250001	0.478285	0.271714	
20.000000	0.250063	0.480317	0.269620	
